invoice_number,sale_date,sale_type,salesperson,customer,product,material_type,quantity,price
INV-00967,2024-05-26,cash,Samarth Ratta,Srinivas Inc Traders,Polyester Sheet,polyester,14,150
INV-00968,2025-08-04,credit,Nikita Rajan,"Warrior, Jayaraman and Pandit Traders",Silk Fabric,silk,10,350
INV-00968,2025-08-04,credit,Nikita Rajan,"Warrior, Jayaraman and Pandit Traders",Polyester Sheet,polyester,5,150
INV-00968,2025-08-04,credit,Nikita Rajan,"Warrior, Jayaraman and Pandit Traders",Silk Fabric,silk,19,350
INV-00969,2026-06-24,cash,Manya Soni,"Jain, Kaur and Kibe Distributors",Yarn Roll,yarn,9,90
INV-00969,2026-06-24,cash,Manya Soni,"Jain, Kaur and Kibe Distributors",Polyester Sheet,polyester,3,150
INV-00970,2024-07-08,cash,Hema Talwar,Padmanabhan Group Enterprises,Cotton Fabric,cotton,16,120
INV-00970,2024-07-08,cash,Hema Talwar,Padmanabhan Group Enterprises,Silk Fabric,silk,25,350
INV-00970,2024-07-08,cash,Hema Talwar,Padmanabhan Group Enterprises,Yarn Roll,yarn,7,90
INV-00971,2025-10-21,cash,Ishaan Krish,"Srivastava, Yadav and Jhaveri Retailers",Polyester Sheet,polyester,15,150
INV-00971,2025-10-21,cash,Ishaan Krish,"Srivastava, Yadav and Jhaveri Retailers",Wool Fabric,wool,4,200
INV-00972,2025-07-11,credit,Gopal Vaidya,"Amble, Nadig and Dhaliwal Textiles",Nylon Fabric,nylon,24,180
INV-00972,2025-07-11,credit,Gopal Vaidya,"Amble, Nadig and Dhaliwal Textiles",Polyester Sheet,polyester,25,150
INV-00972,2025-07-11,credit,Gopal Vaidya,"Amble, Nadig and Dhaliwal Textiles",Silk Fabric,silk,8,350
INV-00972,2025-07-11,credit,Gopal Vaidya,"Amble, Nadig and Dhaliwal Textiles",Cotton Fabric,cotton,15,120
INV-00973,2024-06-25,cash,Faras Parmer,"Kant, Modi and Setty Textiles",Wool Fabric,wool,7,200
INV-00973,2024-06-25,cash,Faras Parmer,"Kant, Modi and Setty Textiles",Yarn Roll,yarn,15,90
INV-00973,2024-06-25,cash,Faras Parmer,"Kant, Modi and Setty Textiles",Yarn Roll,yarn,18,90
INV-00973,2024-06-25,cash,Faras Parmer,"Kant, Modi and Setty Textiles",Nylon Fabric,nylon,15,180
INV-00974,2024-06-02,credit,Ishaan Krish,"Gola, Krishna and Koshy Mart",Silk Fabric,silk,23,350
INV-00974,2024-06-02,credit,Ishaan Krish,"Gola, Krishna and Koshy Mart",Yarn Roll,yarn,14,90
INV-00974,2024-06-02,credit,Ishaan Krish,"Gola, Krishna and Koshy Mart",Wool Fabric,wool,10,200
INV-00975,2026-06-13,credit,Raksha Kapadia,Singh-Bath Traders,Cotton Fabric,cotton,3,120
INV-00975,2026-06-13,credit,Raksha Kapadia,Singh-Bath Traders,Polyester Sheet,polyester,8,150
INV-00975,2026-06-13,credit,Raksha Kapadia,Singh-Bath Traders,Yarn Roll,yarn,2,90
INV-00975,2026-06-13,credit,Raksha Kapadia,Singh-Bath Traders,Nylon Fabric,nylon,7,180
INV-00976,2024-02-22,cash,Christopher Sridhar,Khalsa Ltd Traders,Yarn Roll,yarn,2,90
INV-00976,2024-02-22,cash,Christopher Sridhar,Khalsa Ltd Traders,Wool Fabric,wool,24,200
INV-00976,2024-02-22,cash,Christopher Sridhar,Khalsa Ltd Traders,Polyester Sheet,polyester,6,150
INV-00977,2025-08-08,cash,Hitesh Kala,Agate-Desai Traders,Polyester Sheet,polyester,4,150
INV-00977,2025-08-08,cash,Hitesh Kala,Agate-Desai Traders,Polyester Sheet,polyester,19,150
INV-00978,2026-03-23,cash,Ishwar Patla,Bandi-Suri Distributors,Polyester Sheet,polyester,12,150
INV-00978,2026-03-23,cash,Ishwar Patla,Bandi-Suri Distributors,Cotton Fabric,cotton,10,120
INV-00978,2026-03-23,cash,Ishwar Patla,Bandi-Suri Distributors,Yarn Roll,yarn,25,90
INV-00978,2026-03-23,cash,Ishwar Patla,Bandi-Suri Distributors,Yarn Roll,yarn,10,90
INV-00979,2024-04-16,cash,Ronith Mahal,Baral Inc Textiles,Silk Fabric,silk,11,350
INV-00979,2024-04-16,cash,Ronith Mahal,Baral Inc Textiles,Yarn Roll,yarn,25,90
INV-00979,2024-04-16,cash,Ronith Mahal,Baral Inc Textiles,Wool Fabric,wool,23,200
INV-00979,2024-04-16,cash,Ronith Mahal,Baral Inc Textiles,Polyester Sheet,polyester,1,150
INV-00980,2024-01-22,cash,Varenya Padmanabhan,Bansal-Lad Retailers,Nylon Fabric,nylon,2,180
INV-00980,2024-01-22,cash,Varenya Padmanabhan,Bansal-Lad Retailers,Nylon Fabric,nylon,24,180
INV-00980,2024-01-22,cash,Varenya Padmanabhan,Bansal-Lad Retailers,Cotton Fabric,cotton,18,120
INV-00980,2024-01-22,cash,Varenya Padmanabhan,Bansal-Lad Retailers,Nylon Fabric,nylon,10,180
INV-00981,2024-07-03,credit,Vasana Bera,"Chander, Saran and Mammen Traders",Silk Fabric,silk,25,350
INV-00981,2024-07-03,credit,Vasana Bera,"Chander, Saran and Mammen Traders",Nylon Fabric,nylon,20,180
INV-00981,2024-07-03,credit,Vasana Bera,"Chander, Saran and Mammen Traders",Wool Fabric,wool,21,200
INV-00981,2024-07-03,credit,Vasana Bera,"Chander, Saran and Mammen Traders",Yarn Roll,yarn,20,90
INV-00982,2025-10-29,credit,Lakshit Nath,Banik-Kar Distributors,Wool Fabric,wool,25,200
INV-00982,2025-10-29,credit,Lakshit Nath,Banik-Kar Distributors,Nylon Fabric,nylon,4,180
INV-00983,2026-10-09,cash,Geetika Vig,"Hora, Ganguly and Sidhu Retailers",Polyester Sheet,polyester,23,150
INV-00983,2026-10-09,cash,Geetika Vig,"Hora, Ganguly and Sidhu Retailers",Wool Fabric,wool,21,200
INV-00983,2026-10-09,cash,Geetika Vig,"Hora, Ganguly and Sidhu Retailers",Silk Fabric,silk,21,350
INV-00983,2026-10-09,cash,Geetika Vig,"Hora, Ganguly and Sidhu Retailers",Cotton Fabric,cotton,8,120
INV-00984,2025-04-06,credit,Ronith Mahal,"Ramanathan, Venkatesh and Loyal Distributors",Nylon Fabric,nylon,22,180
INV-00984,2025-04-06,credit,Ronith Mahal,"Ramanathan, Venkatesh and Loyal Distributors",Silk Fabric,silk,14,350
INV-00985,2024-04-02,cash,Vasana Bera,"Kaul, Dhingra and Dora Textiles",Nylon Fabric,nylon,12,180
INV-00985,2024-04-02,cash,Vasana Bera,"Kaul, Dhingra and Dora Textiles",Nylon Fabric,nylon,3,180
INV-00985,2024-04-02,cash,Vasana Bera,"Kaul, Dhingra and Dora Textiles",Cotton Fabric,cotton,24,120
INV-00985,2024-04-02,cash,Vasana Bera,"Kaul, Dhingra and Dora Textiles",Cotton Fabric,cotton,4,120
INV-00986,2024-07-11,credit,Urmi Gandhi,"Upadhyay, Char and Vora Mart",Silk Fabric,silk,18,350
INV-00986,2024-07-11,credit,Urmi Gandhi,"Upadhyay, Char and Vora Mart",Polyester Sheet,polyester,15,150
INV-00986,2024-07-11,credit,Urmi Gandhi,"Upadhyay, Char and Vora Mart",Polyester Sheet,polyester,20,150
INV-00987,2025-11-23,cash,Samarth Ratta,Madan Group Distributors,Silk Fabric,silk,21,350
INV-00987,2025-11-23,cash,Samarth Ratta,Madan Group Distributors,Yarn Roll,yarn,15,90
INV-00987,2025-11-23,cash,Samarth Ratta,Madan Group Distributors,Wool Fabric,wool,17,200
INV-00987,2025-11-23,cash,Samarth Ratta,Madan Group Distributors,Silk Fabric,silk,8,350
INV-00988,2026-07-26,cash,Bakhshi Kala,"Tella, Kaur and Suri Distributors",Silk Fabric,silk,8,350
INV-00988,2026-07-26,cash,Bakhshi Kala,"Tella, Kaur and Suri Distributors",Cotton Fabric,cotton,22,120
INV-00988,2026-07-26,cash,Bakhshi Kala,"Tella, Kaur and Suri Distributors",Wool Fabric,wool,1,200
INV-00988,2026-07-26,cash,Bakhshi Kala,"Tella, Kaur and Suri Distributors",Silk Fabric,silk,16,350
INV-00989,2025-02-16,credit,Hema Talwar,Sule Inc Mart,Yarn Roll,yarn,25,90
INV-00989,2025-02-16,credit,Hema Talwar,Sule Inc Mart,Polyester Sheet,polyester,15,150
INV-00989,2025-02-16,credit,Hema Talwar,Sule Inc Mart,Silk Fabric,silk,4,350
INV-00990,2026-06-28,cash,Hema Talwar,Rout Ltd Distributors,Silk Fabric,silk,16,350
INV-00990,2026-06-28,cash,Hema Talwar,Rout Ltd Distributors,Yarn Roll,yarn,13,90
INV-00991,2026-11-08,cash,Ronith Mahal,Pandey and Sons Stores,Wool Fabric,wool,11,200
INV-00991,2026-11-08,cash,Ronith Mahal,Pandey and Sons Stores,Cotton Fabric,cotton,18,120
INV-00991,2026-11-08,cash,Ronith Mahal,Pandey and Sons Stores,Silk Fabric,silk,12,350
INV-00991,2026-11-08,cash,Ronith Mahal,Pandey and Sons Stores,Wool Fabric,wool,1,200
INV-00992,2026-03-05,credit,Vasana Bera,Lad-Dalal Retailers,Wool Fabric,wool,2,200
INV-00992,2026-03-05,credit,Vasana Bera,Lad-Dalal Retailers,Nylon Fabric,nylon,5,180
INV-00992,2026-03-05,credit,Vasana Bera,Lad-Dalal Retailers,Silk Fabric,silk,23,350
INV-00993,2026-10-10,cash,Geetika Vig,"Shan, Badal and Chawla Retailers",Cotton Fabric,cotton,11,120
INV-00993,2026-10-10,cash,Geetika Vig,"Shan, Badal and Chawla Retailers",Polyester Sheet,polyester,24,150
INV-00994,2024-11-10,cash,Urmi Gandhi,Bhandari-Kala Textiles,Wool Fabric,wool,17,200
INV-00994,2024-11-10,cash,Urmi Gandhi,Bhandari-Kala Textiles,Wool Fabric,wool,19,200
INV-00994,2024-11-10,cash,Urmi Gandhi,Bhandari-Kala Textiles,Yarn Roll,yarn,13,90
INV-00994,2024-11-10,cash,Urmi Gandhi,Bhandari-Kala Textiles,Silk Fabric,silk,14,350
INV-00995,2026-12-18,credit,Manya Soni,"Lall, Sridhar and Anne Enterprises",Yarn Roll,yarn,6,90
INV-00995,2026-12-18,credit,Manya Soni,"Lall, Sridhar and Anne Enterprises",Polyester Sheet,polyester,3,150
INV-00995,2026-12-18,credit,Manya Soni,"Lall, Sridhar and Anne Enterprises",Wool Fabric,wool,2,200
INV-00996,2026-03-12,credit,Irya Naik,"Rajagopal, Ghosh and Mahajan Mart",Yarn Roll,yarn,22,90
INV-00996,2026-03-12,credit,Irya Naik,"Rajagopal, Ghosh and Mahajan Mart",Cotton Fabric,cotton,25,120
INV-00996,2026-03-12,credit,Irya Naik,"Rajagopal, Ghosh and Mahajan Mart",Silk Fabric,silk,15,350
INV-00996,2026-03-12,credit,Irya Naik,"Rajagopal, Ghosh and Mahajan Mart",Cotton Fabric,cotton,15,120
INV-00997,2024-01-12,credit,Ethan Das,Muni-Mangat Traders,Wool Fabric,wool,16,200
INV-00997,2024-01-12,credit,Ethan Das,Muni-Mangat Traders,Wool Fabric,wool,17,200
INV-00997,2024-01-12,credit,Ethan Das,Muni-Mangat Traders,Polyester Sheet,polyester,15,150
INV-00997,2024-01-12,credit,Ethan Das,Muni-Mangat Traders,Silk Fabric,silk,9,350
INV-00998,2024-09-15,credit,Ishwar Patla,Sankar-Talwar Enterprises,Silk Fabric,silk,18,350
INV-00998,2024-09-15,credit,Ishwar Patla,Sankar-Talwar Enterprises,Nylon Fabric,nylon,9,180
INV-00999,2026-10-17,cash,Ishaan Krish,Rattan-Dutt Textiles,Polyester Sheet,polyester,24,150
INV-00999,2026-10-17,cash,Ishaan Krish,Rattan-Dutt Textiles,Cotton Fabric,cotton,6,120
INV-00999,2026-10-17,cash,Ishaan Krish,Rattan-Dutt Textiles,Cotton Fabric,cotton,6,120
INV-01000,2024-02-18,credit,Bakhshi Kala,Baral Inc Textiles,Wool Fabric,wool,13,200
INV-01000,2024-02-18,credit,Bakhshi Kala,Baral Inc Textiles,Nylon Fabric,nylon,12,180
INV-01001,2026-12-08,cash,Irya Naik,"Naik, Goel and Soni Stores",Cotton Fabric,cotton,4,120
INV-01001,2026-12-08,cash,Irya Naik,"Naik, Goel and Soni Stores",Yarn Roll,yarn,4,90
INV-01001,2026-12-08,cash,Irya Naik,"Naik, Goel and Soni Stores",Polyester Sheet,polyester,17,150
INV-01001,2026-12-08,cash,Irya Naik,"Naik, Goel and Soni Stores",Polyester Sheet,polyester,12,150
INV-01002,2025-05-12,cash,Urmi Gandhi,Sengupta and Sons Mart,Nylon Fabric,nylon,3,180
INV-01002,2025-05-12,cash,Urmi Gandhi,Sengupta and Sons Mart,Yarn Roll,yarn,20,90
INV-01003,2025-02-14,credit,Ishaan Krish,Ganguly-Bali Fabrics,Nylon Fabric,nylon,10,180
INV-01003,2025-02-14,credit,Ishaan Krish,Ganguly-Bali Fabrics,Nylon Fabric,nylon,16,180
INV-01003,2025-02-14,credit,Ishaan Krish,Ganguly-Bali Fabrics,Nylon Fabric,nylon,6,180
INV-01004,2024-04-30,credit,Irya Naik,"Bhasin, Aggarwal and Iyer Traders",Wool Fabric,wool,11,200
INV-01004,2024-04-30,credit,Irya Naik,"Bhasin, Aggarwal and Iyer Traders",Cotton Fabric,cotton,9,120
INV-01005,2024-02-22,credit,Manya Soni,Varkey-Goswami Fabrics,Yarn Roll,yarn,13,90
INV-01005,2024-02-22,credit,Manya Soni,Varkey-Goswami Fabrics,Yarn Roll,yarn,10,90
INV-01006,2024-10-21,cash,Ishaan Krish,Loyal-Chatterjee Mart,Silk Fabric,silk,19,350
INV-01006,2024-10-21,cash,Ishaan Krish,Loyal-Chatterjee Mart,Nylon Fabric,nylon,22,180
INV-01007,2026-08-22,cash,Rehaan Chada,Roy-Dhillon Textiles,Yarn Roll,yarn,21,90
INV-01007,2026-08-22,cash,Rehaan Chada,Roy-Dhillon Textiles,Nylon Fabric,nylon,24,180
INV-01007,2026-08-22,cash,Rehaan Chada,Roy-Dhillon Textiles,Cotton Fabric,cotton,16,120
INV-01008,2025-06-27,cash,Manya Soni,"Brar, Banerjee and Dani Fabrics",Polyester Sheet,polyester,21,150
INV-01008,2025-06-27,cash,Manya Soni,"Brar, Banerjee and Dani Fabrics",Nylon Fabric,nylon,25,180
INV-01008,2025-06-27,cash,Manya Soni,"Brar, Banerjee and Dani Fabrics",Yarn Roll,yarn,6,90
INV-01009,2026-01-18,cash,Theodore Misra,Kata LLC Distributors,Nylon Fabric,nylon,5,180
INV-01009,2026-01-18,cash,Theodore Misra,Kata LLC Distributors,Nylon Fabric,nylon,1,180
INV-01010,2024-11-03,credit,Keya Rajagopal,"Sane, Bhat and Tata Mart",Nylon Fabric,nylon,12,180
INV-01010,2024-11-03,credit,Keya Rajagopal,"Sane, Bhat and Tata Mart",Polyester Sheet,polyester,7,150
INV-01010,2024-11-03,credit,Keya Rajagopal,"Sane, Bhat and Tata Mart",Cotton Fabric,cotton,15,120
INV-01011,2025-10-08,cash,Forum Dhaliwal,"Dara, Mand and Raja Retailers",Yarn Roll,yarn,24,90
INV-01011,2025-10-08,cash,Forum Dhaliwal,"Dara, Mand and Raja Retailers",Polyester Sheet,polyester,17,150
INV-01011,2025-10-08,cash,Forum Dhaliwal,"Dara, Mand and Raja Retailers",Polyester Sheet,polyester,2,150
INV-01011,2025-10-08,cash,Forum Dhaliwal,"Dara, Mand and Raja Retailers",Silk Fabric,silk,4,350
INV-01012,2025-08-19,credit,Samarth Ratta,Aggarwal Ltd Enterprises,Polyester Sheet,polyester,14,150
INV-01012,2025-08-19,credit,Samarth Ratta,Aggarwal Ltd Enterprises,Yarn Roll,yarn,23,90
INV-01012,2025-08-19,credit,Samarth Ratta,Aggarwal Ltd Enterprises,Silk Fabric,silk,22,350
INV-01013,2026-04-03,cash,Varenya Padmanabhan,"Kunda, Sachdev and Sandal Mart",Silk Fabric,silk,1,350
INV-01013,2026-04-03,cash,Varenya Padmanabhan,"Kunda, Sachdev and Sandal Mart",Cotton Fabric,cotton,16,120
INV-01013,2026-04-03,cash,Varenya Padmanabhan,"Kunda, Sachdev and Sandal Mart",Wool Fabric,wool,8,200
INV-01014,2025-11-30,cash,Keya Rajagopal,Dey-Nayak Distributors,Wool Fabric,wool,15,200
INV-01014,2025-11-30,cash,Keya Rajagopal,Dey-Nayak Distributors,Yarn Roll,yarn,22,90
INV-01015,2024-05-30,cash,Bakhshi Kala,"Gala, Palla and Dutt Mart",Cotton Fabric,cotton,4,120
INV-01015,2024-05-30,cash,Bakhshi Kala,"Gala, Palla and Dutt Mart",Silk Fabric,silk,6,350
INV-01016,2026-03-10,credit,Madhavi Bhargava,"Lanka, Golla and Palla Distributors",Yarn Roll,yarn,24,90
INV-01016,2026-03-10,credit,Madhavi Bhargava,"Lanka, Golla and Palla Distributors",Cotton Fabric,cotton,3,120
INV-01017,2026-05-09,cash,Ronith Mahal,Sangha PLC Retailers,Yarn Roll,yarn,1,90
INV-01017,2026-05-09,cash,Ronith Mahal,Sangha PLC Retailers,Wool Fabric,wool,6,200
INV-01018,2026-01-13,cash,Manya Soni,Bhargava-Srivastava Enterprises,Silk Fabric,silk,18,350
INV-01018,2026-01-13,cash,Manya Soni,Bhargava-Srivastava Enterprises,Polyester Sheet,polyester,21,150
INV-01019,2026-04-25,cash,Kashvi Vohra,"Yohannan, Palla and Bora Stores",Silk Fabric,silk,1,350
INV-01019,2026-04-25,cash,Kashvi Vohra,"Yohannan, Palla and Bora Stores",Cotton Fabric,cotton,16,120
INV-01020,2026-01-22,cash,Ishaan Krish,Ganesan-Bora Traders,Silk Fabric,silk,21,350
INV-01020,2026-01-22,cash,Ishaan Krish,Ganesan-Bora Traders,Wool Fabric,wool,5,200
INV-01020,2026-01-22,cash,Ishaan Krish,Ganesan-Bora Traders,Nylon Fabric,nylon,4,180
INV-01021,2025-07-04,credit,Bakhshi Kala,Balakrishnan LLC Retailers,Yarn Roll,yarn,12,90
INV-01021,2025-07-04,credit,Bakhshi Kala,Balakrishnan LLC Retailers,Polyester Sheet,polyester,15,150
INV-01021,2025-07-04,credit,Bakhshi Kala,Balakrishnan LLC Retailers,Cotton Fabric,cotton,9,120
INV-01021,2025-07-04,credit,Bakhshi Kala,Balakrishnan LLC Retailers,Yarn Roll,yarn,19,90
INV-01022,2024-06-24,credit,Forum Dhaliwal,Agate-Desai Traders,Yarn Roll,yarn,15,90
INV-01022,2024-06-24,credit,Forum Dhaliwal,Agate-Desai Traders,Cotton Fabric,cotton,18,120
INV-01022,2024-06-24,credit,Forum Dhaliwal,Agate-Desai Traders,Yarn Roll,yarn,7,90
INV-01023,2024-10-21,cash,Forum Dhaliwal,"Ray, Bhakta and Tailor Textiles",Wool Fabric,wool,14,200
INV-01023,2024-10-21,cash,Forum Dhaliwal,"Ray, Bhakta and Tailor Textiles",Polyester Sheet,polyester,6,150
INV-01023,2024-10-21,cash,Forum Dhaliwal,"Ray, Bhakta and Tailor Textiles",Cotton Fabric,cotton,8,120
INV-01024,2024-08-04,credit,Irya Naik,Buch-Salvi Enterprises,Silk Fabric,silk,9,350
INV-01024,2024-08-04,credit,Irya Naik,Buch-Salvi Enterprises,Yarn Roll,yarn,6,90
INV-01025,2024-10-06,cash,Ishaan Krish,Khatri-Master Traders,Yarn Roll,yarn,23,90
INV-01025,2024-10-06,cash,Ishaan Krish,Khatri-Master Traders,Nylon Fabric,nylon,25,180
INV-01025,2024-10-06,cash,Ishaan Krish,Khatri-Master Traders,Silk Fabric,silk,8,350
INV-01025,2024-10-06,cash,Ishaan Krish,Khatri-Master Traders,Wool Fabric,wool,1,200
INV-01026,2026-11-18,cash,Geetika Vig,"Chaudhary, Palla and Wali Distributors",Nylon Fabric,nylon,1,180
INV-01026,2026-11-18,cash,Geetika Vig,"Chaudhary, Palla and Wali Distributors",Wool Fabric,wool,4,200
INV-01027,2026-04-25,cash,Irya Naik,Tata PLC Textiles,Polyester Sheet,polyester,1,150
INV-01027,2026-04-25,cash,Irya Naik,Tata PLC Textiles,Yarn Roll,yarn,18,90
INV-01028,2025-06-25,cash,Nikita Rajan,Bava Inc Fabrics,Silk Fabric,silk,18,350
INV-01028,2025-06-25,cash,Nikita Rajan,Bava Inc Fabrics,Silk Fabric,silk,13,350
INV-01028,2025-06-25,cash,Nikita Rajan,Bava Inc Fabrics,Silk Fabric,silk,21,350
INV-01029,2025-04-05,cash,Lakshit Nath,Wason-Dhar Distributors,Yarn Roll,yarn,6,90
INV-01029,2025-04-05,cash,Lakshit Nath,Wason-Dhar Distributors,Silk Fabric,silk,20,350
INV-01030,2026-06-23,credit,Urmi Gandhi,Prakash-Gade Distributors,Polyester Sheet,polyester,1,150
INV-01030,2026-06-23,credit,Urmi Gandhi,Prakash-Gade Distributors,Wool Fabric,wool,11,200
INV-01030,2026-06-23,credit,Urmi Gandhi,Prakash-Gade Distributors,Wool Fabric,wool,3,200
INV-01030,2026-06-23,credit,Urmi Gandhi,Prakash-Gade Distributors,Polyester Sheet,polyester,11,150
INV-01031,2024-12-28,credit,Christopher Sridhar,Mutti-Rajan Distributors,Yarn Roll,yarn,17,90
INV-01031,2024-12-28,credit,Christopher Sridhar,Mutti-Rajan Distributors,Wool Fabric,wool,24,200
INV-01031,2024-12-28,credit,Christopher Sridhar,Mutti-Rajan Distributors,Yarn Roll,yarn,21,90
INV-01032,2025-01-02,cash,Theodore Misra,Dara PLC Retailers,Nylon Fabric,nylon,7,180
INV-01032,2025-01-02,cash,Theodore Misra,Dara PLC Retailers,Nylon Fabric,nylon,15,180
INV-01032,2025-01-02,cash,Theodore Misra,Dara PLC Retailers,Cotton Fabric,cotton,13,120
INV-01033,2024-11-27,credit,Varenya Padmanabhan,Rao Group Enterprises,Yarn Roll,yarn,2,90
INV-01033,2024-11-27,credit,Varenya Padmanabhan,Rao Group Enterprises,Nylon Fabric,nylon,15,180
INV-01034,2024-04-17,cash,Madhavi Bhargava,Venkatesh-Comar Textiles,Cotton Fabric,cotton,2,120
INV-01034,2024-04-17,cash,Madhavi Bhargava,Venkatesh-Comar Textiles,Yarn Roll,yarn,3,90
INV-01034,2024-04-17,cash,Madhavi Bhargava,Venkatesh-Comar Textiles,Yarn Roll,yarn,23,90
INV-01035,2024-05-20,credit,Rehaan Chada,Badal LLC Enterprises,Nylon Fabric,nylon,24,180
INV-01035,2024-05-20,credit,Rehaan Chada,Badal LLC Enterprises,Polyester Sheet,polyester,14,150
INV-01035,2024-05-20,credit,Rehaan Chada,Badal LLC Enterprises,Silk Fabric,silk,18,350
INV-01035,2024-05-20,credit,Rehaan Chada,Badal LLC Enterprises,Silk Fabric,silk,18,350
INV-01036,2026-05-23,cash,Geetika Vig,Dutt Inc Fabrics,Wool Fabric,wool,18,200
INV-01036,2026-05-23,cash,Geetika Vig,Dutt Inc Fabrics,Nylon Fabric,nylon,5,180
INV-01036,2026-05-23,cash,Geetika Vig,Dutt Inc Fabrics,Silk Fabric,silk,21,350
INV-01037,2024-07-16,credit,Gopal Vaidya,Dutt Inc Fabrics,Yarn Roll,yarn,3,90
INV-01037,2024-07-16,credit,Gopal Vaidya,Dutt Inc Fabrics,Yarn Roll,yarn,20,90
INV-01038,2026-03-22,cash,Vasana Bera,"Varma, Bahl and Mannan Mart",Yarn Roll,yarn,15,90
INV-01038,2026-03-22,cash,Vasana Bera,"Varma, Bahl and Mannan Mart",Silk Fabric,silk,14,350
INV-01038,2026-03-22,cash,Vasana Bera,"Varma, Bahl and Mannan Mart",Cotton Fabric,cotton,19,120
INV-01039,2024-04-25,credit,Nikita Rajan,"Saraf, Sampath and Shah Traders",Polyester Sheet,polyester,8,150
INV-01039,2024-04-25,credit,Nikita Rajan,"Saraf, Sampath and Shah Traders",Polyester Sheet,polyester,3,150
INV-01039,2024-04-25,credit,Nikita Rajan,"Saraf, Sampath and Shah Traders",Polyester Sheet,polyester,3,150
INV-01039,2024-04-25,credit,Nikita Rajan,"Saraf, Sampath and Shah Traders",Polyester Sheet,polyester,14,150
INV-01040,2024-10-30,cash,Faris Dugar,Chowdhury PLC Mart,Wool Fabric,wool,2,200
INV-01040,2024-10-30,cash,Faris Dugar,Chowdhury PLC Mart,Nylon Fabric,nylon,10,180
INV-01040,2024-10-30,cash,Faris Dugar,Chowdhury PLC Mart,Polyester Sheet,polyester,12,150
INV-01041,2026-03-04,credit,Kashvi Vohra,"Loke, Mody and Yadav Fabrics",Polyester Sheet,polyester,16,150
INV-01041,2026-03-04,credit,Kashvi Vohra,"Loke, Mody and Yadav Fabrics",Yarn Roll,yarn,16,90
INV-01041,2026-03-04,credit,Kashvi Vohra,"Loke, Mody and Yadav Fabrics",Yarn Roll,yarn,25,90
INV-01041,2026-03-04,credit,Kashvi Vohra,"Loke, Mody and Yadav Fabrics",Silk Fabric,silk,20,350
INV-01042,2024-10-21,credit,Ronith Mahal,Natarajan-Saini Mart,Silk Fabric,silk,23,350
INV-01042,2024-10-21,credit,Ronith Mahal,Natarajan-Saini Mart,Nylon Fabric,nylon,25,180
INV-01042,2024-10-21,credit,Ronith Mahal,Natarajan-Saini Mart,Silk Fabric,silk,15,350
INV-01042,2024-10-21,credit,Ronith Mahal,Natarajan-Saini Mart,Cotton Fabric,cotton,19,120
INV-01043,2026-04-20,cash,Theodore Misra,"Bath, Sankar and Narula Textiles",Cotton Fabric,cotton,8,120
INV-01043,2026-04-20,cash,Theodore Misra,"Bath, Sankar and Narula Textiles",Polyester Sheet,polyester,21,150
INV-01043,2026-04-20,cash,Theodore Misra,"Bath, Sankar and Narula Textiles",Yarn Roll,yarn,14,90
INV-01043,2026-04-20,cash,Theodore Misra,"Bath, Sankar and Narula Textiles",Cotton Fabric,cotton,17,120
INV-01044,2026-04-23,cash,Inaya Banik,Joshi and Sons Mart,Cotton Fabric,cotton,13,120
INV-01044,2026-04-23,cash,Inaya Banik,Joshi and Sons Mart,Wool Fabric,wool,21,200
INV-01044,2026-04-23,cash,Inaya Banik,Joshi and Sons Mart,Polyester Sheet,polyester,1,150
INV-01044,2026-04-23,cash,Inaya Banik,Joshi and Sons Mart,Nylon Fabric,nylon,4,180
INV-01045,2025-03-13,cash,Yashodhara Sahni,Sankaran-Saha Fabrics,Wool Fabric,wool,24,200
INV-01045,2025-03-13,cash,Yashodhara Sahni,Sankaran-Saha Fabrics,Nylon Fabric,nylon,14,180
INV-01045,2025-03-13,cash,Yashodhara Sahni,Sankaran-Saha Fabrics,Cotton Fabric,cotton,18,120
INV-01046,2026-07-15,cash,Forum Dhaliwal,Sama Group Distributors,Nylon Fabric,nylon,11,180
INV-01046,2026-07-15,cash,Forum Dhaliwal,Sama Group Distributors,Silk Fabric,silk,25,350
INV-01046,2026-07-15,cash,Forum Dhaliwal,Sama Group Distributors,Silk Fabric,silk,16,350
INV-01047,2026-11-30,credit,Rehaan Chada,"Dass, Devan and Bakshi Enterprises",Wool Fabric,wool,25,200
